City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Kaeo,NZ,-35.1,173.7833,71.33,72,24,13.73,few clouds
351,Bakel,SN,14.905,-12.4568,74.01,12,18,12.17,few clouds
352,Atambua,ID,-9.1061,124.8925,80.55,72,100,4.47,overcast clouds
353,Eniwa,JP,42.8779,141.5442,25.65,46,75,11.5,light snow
354,Gushikawa,JP,26.3544,127.8686,60.39,70,100,13.8,overcast clouds
355,Samarai,PG,-10.6167,150.6667,86.49,68,88,6.38,overcast clouds
356,Senhor Do Bonfim,BR,-10.4614,-40.1894,69.01,82,100,2.91,overcast clouds
357,Husavik,IS,66.0449,-17.3389,22.55,69,100,15.68,overcast clouds
358,Acarau,BR,-2.8856,-40.12,77.45,87,100,10.45,overcast clouds
359,Muroto,JP,33.2833,134.15,56.79,73,87,14.38,overcast clouds
360,Kuryk,KZ,43.2,51.65,26.47,40,100,17.56,overcast clouds
361,Bitung,ID,1.4451,125.1824,90.45,68,18,3.24,few clouds
362,Quila,MX,24.4228,-107.22,71.46,79,0,2.44,clear sky
363,Sobolevo,RU,54.4299,31.8996,26.58,96,100,16.46,overcast clouds
364,Filadelfia,US,39.9523,-75.1638,36.05,54,0,13.8,clear sky
365,Alice Springs,AU,-23.7,133.8833,89.15,40,5,12.66,clear sky
366,Lazarev,RU,52.225,141.5131,-15.72,89,5,0.78,clear sky
367,Dunmore Town,BS,25.5,-76.65,68.22,55,0,13.85,clear sky
368,Manokwari,ID,-0.8667,134.0833,82.85,71,100,7.18,overcast clouds
369,Anito,PH,12.4497,125.2886,82.27,78,80,4.72,broken clouds
370,Muros,ES,42.7762,-9.0603,56.08,87,100,26.44,overcast clouds
371,Usogorsk,RU,63.4106,48.6872,24.49,92,100,11.41,overcast clouds
372,Teya,RU,60.3778,92.6267,-14.8,100,100,3.74,overcast clouds
373,Gisborne,NZ,-38.6533,178.0042,67.1,65,43,9.73,scattered clouds
374,Nanortalik,GL,60.1432,-45.2371,19.87,69,100,39.17,overcast clouds
375,Qaqortoq,GL,60.7167,-46.0333,14.41,71,46,33.64,scattered clouds
376,Atherton,GB,53.5237,-2.4935,39.29,95,92,3.4,overcast clouds
377,Were Ilu,ET,10.6,39.4333,44.11,62,8,6.91,clear sky
378,Biak,ID,-0.9131,122.8766,83.55,64,99,1.77,light rain
379,Tarata,BO,-17.6167,-66.0167,69.22,68,94,5.5,overcast clouds
380,Vihti,FI,60.417,24.3197,37.53,90,88,11.01,overcast clouds
381,Sirpur,IN,19.4833,79.6,63.41,64,0,1.97,clear sky
382,Deputatskiy,RU,69.3,139.9,-34.71,100,90,0.31,overcast clouds
383,Kavaratti,IN,10.5669,72.642,79.07,71,48,11.23,scattered clouds
384,Mount Gambier,AU,-37.8333,140.7667,78.42,27,0,6.6,clear sky
385,Mkuranga,TZ,-7.118,39.2078,73.87,93,87,3.49,overcast clouds
386,Ouadda,CF,8.0777,22.4007,67.68,28,100,5.97,overcast clouds
387,Harper,LR,4.375,-7.7169,78.44,80,2,4.85,clear sky
388,Marang,MY,5.2056,103.2059,83.97,75,56,6.4,broken clouds
389,Zhigansk,RU,66.7697,123.3711,-49.22,93,100,5.97,overcast clouds
390,Luderitz,NA,-26.6481,15.1594,68.49,69,100,9.66,overcast clouds
391,Talnakh,RU,69.4865,88.3972,-34.96,88,15,6.6,few clouds
392,Uruzgan,AF,32.8333,66.0,22.19,25,0,9.53,clear sky
393,Xiongzhou,CN,25.1167,114.3,41.09,71,94,5.91,overcast clouds
394,Christchurch,NZ,-43.5333,172.6333,76.48,60,8,17.27,clear sky
395,Pauini,BR,-7.7136,-66.9764,74.19,95,100,1.63,light rain
396,Baiyin,CN,36.5583,104.2081,13.37,31,100,3.31,overcast clouds
397,Pevek,RU,69.7008,170.3133,-30.91,99,38,3.38,scattered clouds
398,Port Blair,IN,11.6667,92.75,68.04,94,40,0.0,mist
399,Dali,CN,25.7,100.1833,45.32,62,0,4.0,clear sky
400,Jiutai,CN,44.1525,125.8328,3.54,58,0,8.41,clear sky
401,Kunming,CN,25.0389,102.7183,30.13,100,100,6.71,fog
402,Xiaoweizhai,CN,26.1903,107.5125,30.88,66,98,6.15,overcast clouds
403,Port Arthur,CN,38.8,121.2667,19.62,43,0,8.86,clear sky
404,Borovoy,RU,55.4333,86.0833,11.48,85,100,15.66,light snow
405,Jizan,SA,17.3333,42.6667,74.34,78,5,1.61,clear sky
406,Saint Anthony,US,45.0205,-93.218,36.41,83,0,9.22,clear sky
407,Canmore,CA,51.0834,-115.3521,32.11,98,82,0.0,broken clouds
408,Moree,AU,-29.4667,149.85,90.43,29,0,5.68,clear sky
409,Vangaindrano,MG,-23.35,47.6,72.3,90,36,1.07,scattered clouds
410,Los Amates,GT,15.2667,-89.1,64.85,93,29,0.47,scattered clouds
411,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,12.79,31,2,22.37,clear sky
412,Gustrow,DE,53.7972,12.1734,39.52,81,75,6.91,broken clouds
413,Hasaki,JP,35.7333,140.8333,45.0,82,100,13.8,light rain
414,Ponta Delgada,PT,37.7333,-25.6667,52.52,76,20,4.61,few clouds
415,Sri Aman,MY,1.2376,111.4621,80.65,83,40,0.0,scattered clouds
416,Pontianak,ID,-0.0333,109.3333,80.58,83,20,4.61,few clouds
417,Tiarei,PF,-17.5333,-149.3333,77.0,79,100,11.16,light rain
418,Cabo San Lucas,MX,22.8909,-109.9124,73.06,68,0,14.97,clear sky
419,Wyndham,US,37.6985,-77.6125,35.94,65,0,3.44,clear sky
420,Vacaria,BR,-28.5122,-50.9339,66.67,94,54,5.93,broken clouds
421,Mbandaka,CD,0.0487,18.2603,72.27,88,100,2.01,overcast clouds
422,Wharton,US,29.3116,-96.1027,68.92,83,40,12.66,scattered clouds
423,Umarkot,PK,25.3616,69.7362,48.99,17,0,6.11,clear sky
424,Shelburne,CA,44.0787,-80.2041,23.79,78,99,5.08,overcast clouds
425,Tromso,NO,69.6496,18.957,28.38,68,75,2.3,light snow
426,Caninde De Sao Francisco,BR,-9.66,-37.7894,73.15,82,55,4.36,broken clouds
427,Rundu,NA,-17.9333,19.7667,65.41,93,100,3.87,light rain
428,Dolzhanskaya,RU,46.6311,37.8039,33.24,80,89,6.53,overcast clouds
429,Arcata,US,40.8665,-124.0828,49.93,91,75,3.44,broken clouds
430,Brusque,BR,-27.0981,-48.9175,78.1,100,100,0.65,heavy intensity rain
431,Ketchikan,US,55.3422,-131.6461,37.87,100,75,5.75,mist
432,Rudbar,AF,30.15,62.6,33.3,30,0,0.85,clear sky
433,Praia Da Vitoria,PT,38.7333,-27.0667,50.76,93,0,5.21,clear sky
434,San Patricio,US,28.017,-97.5169,69.89,73,98,20.62,overcast clouds
435,Fukue,JP,32.6881,128.8419,41.36,70,75,13.8,broken clouds
436,San Juan,AR,-31.5375,-68.5364,79.54,35,71,4.12,broken clouds
437,El Alto,PE,-4.2714,-81.2147,69.46,73,100,12.66,overcast clouds
438,Abu Samrah,SY,35.3029,37.1841,48.72,84,100,6.06,overcast clouds
439,Ipixuna,BR,-1.7625,-48.8043,71.38,98,100,1.23,overcast clouds
440,Araouane,ML,18.9048,-3.5265,64.87,20,0,10.74,clear sky
441,Dumas,US,35.8656,-101.9732,55.54,26,0,36.82,clear sky
442,Prince Rupert,CA,54.3161,-130.3201,41.09,99,100,16.11,light rain
443,Mutuipe,BR,-13.2286,-39.5047,68.63,98,87,3.15,overcast clouds
444,Wageningen,NL,51.9667,5.6667,40.95,92,100,10.36,overcast clouds
445,Meulaboh,ID,4.1363,96.1285,77.54,84,49,3.96,scattered clouds
446,Guerrero Negro,MX,27.9769,-114.0611,64.08,76,99,11.45,overcast clouds
447,Asyut,EG,27.181,31.1837,48.38,53,0,4.45,clear sky
448,Saint-Pierre,RE,-21.3393,55.4781,78.91,69,0,8.05,clear sky
449,Deniliquin,AU,-35.5333,144.9667,93.09,27,100,4.16,overcast clouds
450,Conceicao Da Barra,BR,-18.5933,-39.7322,75.07,82,100,6.29,overcast clouds
451,Grand Forks,US,47.9417,-97.4337,24.53,93,100,0.0,mist
452,The Valley,AI,18.217,-63.0578,77.09,72,0,1.12,clear sky
453,Coquimbo,CL,-29.9533,-71.3436,62.33,82,0,6.91,clear sky
454,Moron,AR,-34.6534,-58.6198,83.97,45,77,8.39,broken clouds
455,Graham,US,47.0529,-122.2943,44.98,91,100,6.91,light rain
456,Hami,CN,42.8,93.45,12.45,35,100,1.81,overcast clouds
457,Tyup,KG,42.7276,78.3648,5.56,72,7,4.85,clear sky
458,Kharp,RU,66.8014,65.8081,16.88,92,100,6.49,overcast clouds
459,Sovetskaya,RU,44.7769,41.1722,29.86,75,2,7.02,clear sky
460,Kruisfontein,ZA,-34.0033,24.7314,67.89,92,63,6.26,broken clouds
461,Palmer,US,42.1584,-72.3287,36.14,43,75,17.27,broken clouds
462,Canavieiras,BR,-15.675,-38.9472,74.08,84,44,3.94,scattered clouds
463,Hovd,MN,48.0056,91.6419,-0.56,69,97,0.36,overcast clouds
464,Port Hueneme,US,34.1478,-119.1951,55.42,92,100,9.22,moderate rain
465,Hot Springs,US,34.5037,-93.0552,59.4,61,75,8.05,broken clouds
466,Berezovka,BY,53.7214,25.4993,34.52,98,100,10.31,overcast clouds
467,Kiama,AU,-34.6833,150.8667,79.25,69,81,7.83,broken clouds
468,Nicoya,CR,10.1483,-85.452,73.58,77,32,13.33,scattered clouds
469,Starnberg,DE,48.0,11.35,35.51,73,75,9.22,broken clouds
470,Margate,GB,51.3813,1.3862,43.9,88,100,7.0,light rain
471,Mugumu,TZ,-1.85,34.7,58.64,94,55,1.81,light rain
472,Kampot,KH,10.6167,104.1833,80.65,69,7,3.51,clear sky
473,Kirakira,SB,-10.4544,161.9205,83.64,70,99,5.39,overcast clouds
474,Goderich,CA,43.7501,-81.7165,30.52,51,100,8.05,overcast clouds
475,Belaya Gora,RU,68.5333,146.4167,-43.28,100,99,1.77,overcast clouds
476,Walvis Bay,NA,-22.9575,14.5053,67.15,82,100,11.5,overcast clouds
477,Luganville,VU,-15.5333,167.1667,83.32,75,61,3.09,light rain
478,Leo,BF,11.1,-2.1,67.69,21,35,7.83,scattered clouds
479,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,55,0,4.61,clear sky
480,Ossora,RU,59.2353,163.0719,2.57,84,100,5.37,overcast clouds
481,Gimli,CA,50.6336,-96.9907,26.62,86,100,2.3,overcast clouds
482,Clinton,US,42.587,-82.9199,30.22,82,75,9.22,broken clouds
483,Osinki,RU,52.8432,49.5132,7.72,92,11,8.41,few clouds
484,Hervey Bay,AU,-25.2986,152.8535,77.02,96,100,8.01,light rain
485,Bria,CF,6.5423,21.9863,66.85,34,60,3.76,broken clouds
486,Lukovetskiy,RU,64.2956,41.9211,31.55,91,100,14.32,overcast clouds
487,Yaan,NG,7.3833,8.5667,75.65,20,74,7.92,broken clouds
488,Cam Ranh,VN,11.9214,109.1591,78.76,65,20,8.05,few clouds
489,Puerto Escondido,MX,15.85,-97.0667,75.31,84,4,3.94,clear sky
490,Narasannapeta,IN,18.4167,84.05,69.73,88,14,4.52,few clouds
491,Culebra,PR,18.303,-65.301,77.09,83,2,3.0,light rain
492,Bansi,IN,27.1833,82.9333,45.79,63,89,5.21,overcast clouds
493,Aykhal,RU,66.0,111.5,-51.72,100,63,4.54,broken clouds
494,Doctor Juan Leon Mallorquin,PY,-25.4,-55.2667,76.73,84,100,2.53,overcast clouds
495,Yichun,CN,47.7,128.9,-7.13,87,95,2.57,overcast clouds
496,Jhalrapatan,IN,24.55,76.1667,43.52,45,0,2.82,clear sky
497,Inongo,CD,-1.95,18.2667,72.23,89,100,1.54,overcast clouds
498,Dingle,PH,10.9995,122.6711,81.21,83,38,5.55,scattered clouds
499,Nabire,ID,-3.3667,135.4833,83.57,68,100,2.28,overcast clouds
500,Nguruka,TZ,-5.1092,31.0419,64.13,95,100,0.85,overcast clouds
501,Jaisalmer,IN,26.9147,70.9181,49.51,17,0,5.86,clear sky
502,Kostomuksha,RU,64.571,30.5767,32.36,96,100,12.97,overcast clouds
503,Langsa,ID,4.4683,97.9683,78.4,82,93,4.0,overcast clouds
504,Tahta,EG,26.7693,31.5021,52.29,51,0,2.51,clear sky
505,Tweed,CA,44.4751,-77.3162,15.22,93,45,4.0,scattered clouds
506,Maldonado,UY,-34.6667,-54.9167,72.79,68,0,7.76,clear sky
507,Parabel,RU,58.6978,81.4825,13.68,93,100,13.89,light snow
508,Abha,SA,18.2164,42.5053,48.02,76,0,0.0,clear sky
509,Caernarfon,GB,53.1413,-4.2702,40.8,35,100,6.91,overcast clouds
510,Henderson,US,36.0397,-114.9819,54.84,50,40,17.27,scattered clouds
511,Antsohihy,MG,-14.8796,47.9875,72.36,95,99,2.35,overcast clouds
512,Oslavany,CZ,49.1233,16.3365,38.8,90,0,6.91,clear sky
513,Harindanga,IN,22.0383,88.3214,66.24,62,0,10.09,clear sky
514,Marrakesh,MA,31.6315,-8.0083,50.07,76,4,2.3,clear sky
515,Kungurtug,RU,50.5994,97.5228,-5.08,99,100,0.72,overcast clouds
516,Beroroha,MG,-21.6667,45.1667,72.1,71,0,3.98,clear sky
517,Jieshi,CN,22.8134,115.8257,51.24,65,95,11.99,overcast clouds
518,Ostrovnoy,RU,68.0531,39.5131,32.38,91,100,23.89,light snow
519,Dera Ismail Khan,PK,31.8327,70.9024,44.38,22,0,9.22,clear sky
520,Chudniv,UA,50.052,28.1175,35.1,87,100,12.66,overcast clouds
521,Alta Floresta,BR,-9.8756,-56.0861,71.76,90,100,2.98,overcast clouds
522,Darhan,MN,49.4867,105.9228,-8.95,96,98,0.92,overcast clouds
523,Grenada,ES,37.1882,-3.6067,43.68,90,40,4.61,scattered clouds
524,Butajira,ET,8.1167,38.3667,53.55,77,2,5.95,clear sky
525,Nadym,RU,65.5333,72.5167,17.15,94,98,14.27,overcast clouds
526,Carnduff,CA,49.1667,-101.8009,22.37,96,100,6.49,overcast clouds
527,Faya,SA,18.3851,42.4509,48.31,73,11,1.7,few clouds
528,Leh,IN,34.1667,77.5833,-5.08,75,11,2.44,few clouds
529,Carutapera,BR,-1.195,-46.02,73.15,96,100,1.07,overcast clouds
530,Lagoa,PT,39.05,-27.9833,54.43,60,19,4.99,few clouds
531,Anahuac,MX,27.2333,-100.15,67.95,41,46,9.89,scattered clouds
532,Xingcheng,CN,40.6167,120.7167,18.57,35,0,4.99,clear sky
533,Todos Santos,MX,23.45,-110.2167,67.66,83,30,6.8,scattered clouds
534,Ciudad Bolivar,VE,8.1222,-63.5497,81.46,58,97,12.12,overcast clouds
535,Gopalur,IN,16.6167,77.8,65.75,53,1,3.38,clear sky
536,Nuevo Progreso,MX,23.1667,-97.95,65.46,64,6,1.01,clear sky
537,Rocha,UY,-34.4833,-54.3333,62.91,80,0,6.87,clear sky
538,Krasnoselkup,RU,65.7,82.4667,-5.67,98,100,17.38,light snow
539,Hobyo,SO,5.3505,48.5268,77.72,62,89,20.29,overcast clouds
540,Maumere,ID,-8.6199,122.2111,83.17,74,86,5.93,overcast clouds
541,Jalu,LY,29.0331,21.5482,53.04,69,1,11.77,clear sky
542,Cap-Aux-Meules,CA,47.3821,-61.8597,33.82,100,100,26.46,light intensity shower rain
543,Turayf,SA,31.6725,38.6637,41.25,87,0,5.75,clear sky
544,Weihai,CN,37.5017,122.1136,27.73,53,49,13.29,scattered clouds
545,Baruun-Urt,MN,46.6806,113.2792,-7.13,90,15,6.6,few clouds
546,Pandan,PH,14.0453,124.1694,78.64,90,100,10.76,overcast clouds
547,Evensk,RU,61.95,159.2333,2.71,77,100,8.63,overcast clouds
548,Havelock,US,34.8791,-76.9013,38.93,76,0,6.91,clear sky
549,Fortuna Foothills,US,32.6578,-114.4119,62.69,50,100,5.75,overcast clouds
550,La Peca,PE,-5.6111,-78.435,68.68,88,100,2.64,light rain
551,Hamilton,US,39.1834,-84.5333,36.0,59,0,8.05,clear sky
552,Yuli,NG,9.6989,10.2744,65.66,28,5,6.96,clear sky
553,Tuy Hoa,VN,13.0833,109.3,75.74,78,6,9.57,clear sky
554,Bonthe,SL,7.5264,-12.505,76.48,87,100,5.68,overcast clouds
555,Upata,VE,8.0086,-62.3989,76.19,82,100,4.72,overcast clouds
556,Moose Factory,CA,51.2585,-80.6094,32.0,47,75,10.36,broken clouds
557,Batticaloa,LK,7.7102,81.6924,75.87,84,92,2.64,overcast clouds
558,Kamyshlov,RU,56.8428,62.7111,17.37,69,66,17.58,broken clouds
559,Cloquet,US,46.7216,-92.4594,31.59,96,0,0.0,clear sky
560,Miri,MY,4.4148,114.0089,80.74,83,40,2.3,scattered clouds
561,Acari,PE,-15.4311,-74.6158,72.43,77,80,2.91,broken clouds
562,Sayyan,YE,15.1718,44.3244,48.94,46,4,1.52,clear sky
563,Egvekinot,RU,66.3167,-179.1667,-16.1,83,68,20.62,broken clouds
564,Juegang,CN,32.3174,121.1855,35.98,53,14,13.2,few clouds
565,Terney,RU,45.0503,136.6092,8.4,51,0,10.27,clear sky
566,Mvuma,ZW,-19.2792,30.5283,62.67,87,45,7.72,scattered clouds
567,Noyabrsk,RU,63.1994,75.4507,17.17,94,100,14.32,overcast clouds
568,San Cristobal,VE,7.7669,-72.225,69.98,96,69,2.3,broken clouds
569,Labuhan,ID,-6.8844,112.2051,81.05,76,100,7.07,overcast clouds
570,Rawson,AR,-43.3002,-65.1023,63.86,55,11,18.48,few clouds
571,Orlik,RU,52.5178,99.825,-8.07,90,100,4.27,overcast clouds
572,Mecca,SA,21.4267,39.8261,69.24,69,30,1.92,scattered clouds
573,Dhidhdhoo,MV,6.8833,73.1,79.23,69,99,6.91,overcast clouds
574,Mitry-Mory,FR,48.9833,2.6167,44.98,83,75,24.16,broken clouds
575,Te Anau,NZ,-45.4167,167.7167,73.99,44,18,8.84,few clouds
576,Atyrau,KZ,47.1167,51.8833,14.02,62,0,13.42,clear sky
577,Kuvshinovo,RU,57.0295,34.1725,26.67,92,100,15.12,overcast clouds
578,Celendin,PE,-6.8703,-78.1517,56.37,80,100,3.06,light rain
579,Xining,CN,36.6167,101.7667,8.92,81,100,2.64,overcast clouds
580,Duldurga,RU,50.6761,113.5931,0.61,85,89,6.38,overcast clouds
581,Kasrawad,IN,22.1333,75.6,54.34,40,2,4.72,clear sky
582,College,US,64.8569,-147.8028,6.75,78,75,3.44,broken clouds
583,Sapozhok,RU,53.9419,40.6806,15.8,94,96,10.27,overcast clouds
584,Oulu,FI,65.0124,25.4682,35.71,87,100,13.8,overcast clouds
585,Svetogorsk,RU,61.1121,28.8632,34.45,95,100,12.39,light rain
586,Waw,SS,7.7029,27.9953,71.1,30,98,4.34,overcast clouds
587,Barrancabermeja,CO,7.0653,-73.8547,72.73,96,97,1.12,overcast clouds
588,La Rioja,ES,42.25,-2.5,29.98,75,100,14.54,overcast clouds
589,Port-Cartier,CA,50.0334,-66.8654,17.28,85,100,8.23,overcast clouds
590,Verkhoyansk,RU,67.5447,133.385,-47.22,100,100,1.03,overcast clouds
591,La Macarena,CO,2.1837,-73.7849,76.5,60,57,1.59,broken clouds
592,Fayaoue,NC,-20.65,166.5333,80.56,73,50,16.13,scattered clouds
593,Tairua,NZ,-37.0167,175.85,68.16,68,9,9.01,clear sky
594,Nyurba,RU,63.2842,118.3319,-72.63,100,85,2.98,overcast clouds
595,Nalut,LY,30.3333,10.85,46.22,56,0,5.03,clear sky
596,Biloela,AU,-24.4167,150.5,72.95,80,100,12.5,overcast clouds
597,Tvoroyri,FO,61.5556,-6.8111,34.88,70,99,21.05,light snow
598,Kathu,TH,7.9178,98.3332,83.7,99,79,10.65,broken clouds
599,Placido De Castro,BR,-10.3353,-67.1856,72.32,97,100,0.74,moderate rain
600,Verkhnyaya Inta,RU,65.9811,60.3094,25.25,92,99,19.01,overcast clouds
601,Santa Cruz,BO,-17.8,-63.1667,72.86,94,29,3.44,scattered clouds
602,Leshukonskoye,RU,64.8989,45.7622,29.39,91,100,12.93,overcast clouds
603,Waslala,NI,13.2333,-85.3833,63.28,81,29,3.27,scattered clouds
604,Dafeng,CN,23.4517,108.5881,41.86,57,100,8.52,overcast clouds
605,Ixtapa,MX,20.7,-105.2,66.25,78,59,1.48,broken clouds
606,Herat,AF,34.5,62.0,21.38,55,34,4.09,scattered clouds
607,Udalguri,IN,26.7667,92.1333,59.34,72,99,3.98,overcast clouds
608,Vila,PT,42.0304,-8.1588,43.68,95,100,16.69,overcast clouds
609,Ampanihy,MG,-24.7,44.75,72.46,73,0,5.93,clear sky
610,Ati,TD,13.2154,18.3353,64.8,24,60,11.12,broken clouds
611,Chemal,RU,51.4111,86.005,5.58,94,100,4.54,overcast clouds
612,Sal Rei,CV,16.1833,-22.9167,73.13,73,100,15.21,overcast clouds
613,Terme,TR,41.2092,36.9739,44.08,82,40,3.18,scattered clouds
614,Gambela,ET,8.25,34.5833,78.98,45,69,2.53,broken clouds
615,Arya,PK,33.6,73.0667,40.23,78,7,4.99,clear sky
616,Iberia,US,29.9502,-91.7507,60.8,63,100,16.11,overcast clouds
617,Mikhaylovsk,RU,45.1283,42.0256,26.82,93,40,13.42,scattered clouds
618,Snasa,NO,64.2457,12.3778,26.01,97,100,2.26,overcast clouds
619,Lishui,CN,28.4604,119.9103,37.31,61,45,4.23,scattered clouds
620,Porbandar,IN,21.6422,69.6093,57.96,41,4,9.84,clear sky
621,Usinsk,RU,65.9939,57.5281,23.61,96,95,13.73,overcast clouds
622,Alexandria,EG,31.2156,29.9553,50.54,72,96,14.83,overcast clouds
623,Waipawa,NZ,-41.4122,175.5153,70.74,53,41,7.45,scattered clouds
624,Grand Gaube,MU,-20.0064,57.6608,79.2,75,22,7.0,light rain
625,Shirokiy,RU,49.758,129.523,-17.21,95,36,1.79,scattered clouds
626,Krasnovishersk,RU,60.4078,57.082,14.18,95,100,7.49,light snow
627,Marienburg,PL,54.0359,19.0266,37.85,75,72,17.67,broken clouds
628,Buraydah,SA,26.326,43.975,50.45,69,90,7.74,overcast clouds
629,Ales,FR,44.1333,4.0833,40.28,76,100,1.74,overcast clouds
630,Cravo Norte,CO,6.3017,-70.2041,80.62,52,73,3.33,broken clouds
631,Ballina,AU,-28.8667,153.5667,82.02,67,50,9.95,scattered clouds
632,Chapleau,CA,47.8405,-83.4034,30.29,59,100,10.36,overcast clouds
633,Vieux-Habitants,GP,16.0589,-61.7659,71.17,77,7,4.97,clear sky
634,Ulefoss,NO,59.2838,9.2646,28.35,91,100,3.89,overcast clouds
635,Belyy Yar,RU,53.6039,91.3903,13.89,73,0,17.9,clear sky
636,Arkhara,RU,49.4212,130.0842,-20.56,95,67,1.95,broken clouds
637,Kodaikanal,IN,10.2333,77.4833,48.2,56,92,2.26,overcast clouds
638,Roswell,US,34.0232,-84.3616,43.56,62,0,0.0,clear sky
639,Ocampo,MX,21.65,-101.5,53.26,28,54,10.56,broken clouds
640,Aketi,CD,2.7388,23.7833,76.19,49,98,2.86,overcast clouds
641,Russell,US,32.3502,-85.1999,42.01,70,0,0.0,clear sky
642,Tunduma,TZ,-9.3,32.7667,56.55,98,100,1.63,overcast clouds
643,Anzio,IT,41.4853,12.6179,56.1,77,98,3.67,overcast clouds
644,Saint-Francois,FR,46.4154,3.9054,38.68,75,0,13.8,clear sky
645,Anadyr,RU,64.75,177.4833,-8.9,77,0,13.42,clear sky
646,Cowra,AU,-33.8333,148.6833,95.76,24,80,4.63,broken clouds
647,Fortaleza,BR,-3.7227,-38.5247,81.21,78,40,5.75,scattered clouds
648,Takoradi,GH,4.8845,-1.7554,78.4,84,6,5.08,clear sky
649,Karpathos,GR,35.507,27.2132,53.56,82,13,3.44,few clouds
650,Gamba,GA,-2.65,10.0,74.14,86,100,2.13,overcast clouds
651,Sol-Iletsk,RU,51.1631,54.9918,-4.5,88,4,5.23,clear sky
652,Bronnoysund,NO,65.4625,12.1997,32.0,74,75,5.01,broken clouds
653,Chake Chake,TZ,-5.2459,39.7666,77.41,83,25,7.45,scattered clouds
654,Ndjole,GA,-0.1783,10.7649,72.64,99,93,0.29,overcast clouds
655,Steinbach,DE,50.1667,8.5667,41.61,87,75,10.36,broken clouds
656,Velikodvorskiy,RU,55.25,40.6678,14.47,94,100,9.84,overcast clouds
657,Florencia,IT,43.7667,11.25,53.73,88,40,4.61,scattered clouds
658,Saint George,US,37.1041,-113.5841,48.79,67,0,10.36,clear sky
659,Goedereede,NL,51.8175,3.9806,40.05,91,55,19.48,broken clouds
660,Uusikaupunki,FI,60.8004,21.4084,36.39,97,100,24.54,moderate rain
661,Udankudi,IN,8.4333,78.0167,71.78,81,100,10.13,overcast clouds
662,Ahipara,NZ,-35.1667,173.1667,70.56,64,73,9.04,broken clouds
663,Nikolayevka,RU,53.1257,47.2041,1.63,99,66,5.3,broken clouds
664,Isakly,RU,54.1333,51.5333,-5.6,96,15,4.21,few clouds
665,Mbinga,TZ,-10.9333,35.0167,61.38,98,100,1.54,moderate rain
666,Eyl,SO,7.9803,49.8164,74.03,68,53,12.53,broken clouds
667,Mariinskiy Posad,RU,56.115,47.718,4.14,89,10,8.63,clear sky
668,Tsaratanana,MG,-16.7833,47.65,73.0,77,98,7.92,overcast clouds
669,Toamasina,MG,-18.1667,49.3833,73.4,100,75,2.3,light rain
670,Alyangula,AU,-13.8483,136.4192,84.58,70,100,5.61,overcast clouds
671,Sorong,ID,-0.8833,131.25,83.39,71,93,2.17,overcast clouds
672,Bereda,ES,43.2686,-7.5406,49.14,100,100,11.74,light rain
673,Tres Rios,BR,-22.1167,-43.2092,73.35,94,31,2.19,scattered clouds
674,Markova,UA,48.6758,24.4138,35.55,82,100,1.19,overcast clouds
675,Koungou,YT,-12.7336,45.2042,78.51,89,0,4.61,clear sky
676,Inzer,RU,54.2167,57.5556,-3.62,91,27,3.87,scattered clouds
677,Hirara,JP,24.8,125.2833,60.66,88,75,26.46,broken clouds
678,New Richmond,US,45.123,-92.5366,36.84,86,100,6.91,overcast clouds
679,Zarya,RU,55.7553,38.0958,26.98,93,100,10.74,overcast clouds
680,Trinidad,BO,-14.8333,-64.9,73.29,97,99,3.02,overcast clouds
681,La Romana,DO,18.4273,-68.9728,71.96,100,40,0.0,scattered clouds
682,Zhanakorgan,KZ,43.9098,67.2495,17.53,47,0,4.03,clear sky
683,Santa Rosalia,MX,27.3167,-112.2833,61.74,62,10,3.13,clear sky
684,Urengoy,RU,65.9667,78.3667,2.34,96,100,12.5,light snow
685,Belozerskoye,RU,55.8214,65.5842,18.18,69,60,16.93,broken clouds
686,Iracoubo,GF,5.4802,-53.2011,74.3,91,100,6.64,overcast clouds
687,Bantou,CN,26.2151,117.4893,42.69,74,94,3.51,overcast clouds
688,Shirokaya Rechka,RU,56.7986,60.4852,15.26,70,100,14.61,overcast clouds
689,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,76,75,15.99,broken clouds
690,Beira,MZ,-19.8436,34.8389,77.09,94,75,3.44,light rain
691,Ust-Kishert,RU,57.3654,57.2495,7.38,87,59,12.55,broken clouds
692,Sur,OM,22.5667,59.5289,67.23,57,34,7.47,scattered clouds
693,Humaita,BR,-7.5061,-63.0208,74.95,94,100,1.99,overcast clouds
694,Tigil,RU,57.8,158.6667,9.27,93,100,9.15,overcast clouds
695,Sangin,AF,32.0728,64.8359,31.89,44,0,2.53,clear sky
696,Kudahuvadhoo,MV,2.6708,72.8944,79.07,71,97,5.55,overcast clouds
697,Miles City,US,46.4083,-105.8406,29.53,90,100,7.38,overcast clouds
698,Benghazi,LY,32.1167,20.0667,60.87,61,100,13.53,overcast clouds
699,Cururupu,BR,-1.8283,-44.8683,72.7,98,100,2.17,moderate rain
700,Kaduna,NG,10.5222,7.4383,62.73,24,3,9.44,clear sky
